order_id,gps_interval_time_sec,gps_interval_distance_m,raw_start_time,raw_end_time,traversal_time_sec,traversal_distance_m,negative_traversal_time,negative_traversal_distance,date,time_allocation_error_sec,distance_allocation_error_m,relative_time_error,relative_distance_error,raw_elapsed_time_sec,movement_time_allocated_sec
21fd74f1c2b29dfa3c56b26300df80ef,589.0,3770.5862212187944,1476833432,1476834021,589.0,3770.586221218794,0,0,20161019,0.0,-4.547473508864641e-13,0.0,1.2060388602901986e-16,589,0.0
2254221f7250ba652027130383ca9627,308.0,1866.9953793109837,1476836869,1476837177,308.0,1866.995379310984,0,0,20161019,0.0,2.2737367544323206e-13,0.0,1.21785880116717e-16,308,0.0
225f3b20eccd84ed9ff4e43dc0ac3459,578.0,3329.147689934676,1476884485,1476885063,578.0,3329.147689934676,0,0,20161019,0.0,0.0,0.0,0.0,578,0.0
22753cc53b478defc3b05af3be0db03a,405.0,3100.018972096635,1476878837,1476879242,405.0,3100.018972096635,0,0,20161019,0.0,0.0,0.0,0.0,405,0.0
22927eef961fb624418d69866f1f893e,766.0,7030.184843932004,1476806849,1476807615,766.0,7030.184843932004,0,0,20161019,0.0,0.0,0.0,0.0,766,0.0
22c8fa1a9b156b6ba424af39e3b34e22,662.0,7884.5031931910935,1476884733,1476885395,662.0,7884.5031931910935,0,0,20161019,0.0,0.0,0.0,0.0,662,0.0
2348b633190509466cc5767f17512109,126.0,1022.5310716543564,1476851406,1476851532,126.0,1022.5310716543564,0,0,20161019,0.0,0.0,0.0,0.0,126,0.0
237bbccdaa2df7b4495982be7887d928,472.0,2002.8477041073356,1476844355,1476844827,472.0,2002.8477041073354,0,0,20161019,0.0,-2.2737367544323206e-13,0.0,1.135251946400847e-16,472,0.0
23baa7bb85e19394a7b8e035dc0ae4fd,558.0,4125.381322874467,1476848937,1476849495,558.0,4125.381322874467,0,0,20161019,0.0,0.0,0.0,0.0,558,0.0
23ed0952f4a315bf38dad5283bdac86c,727.0,3618.314019546325,1476866802,1476867529,727.0,3618.314019546325,0,0,20161019,0.0,0.0,0.0,0.0,727,0.0
24079723e6d08a47794071f6fb62b78f,570.0,2564.8909912587096,1476847443,1476848013,570.0,2564.8909912587096,0,0,20161019,0.0,0.0,0.0,0.0,570,0.0
242ea59855bea679e26048cae0d7e3f6,1543.0,9152.376340767714,1476858005,1476859548,1543.0,9152.376340767714,0,0,20161019,0.0,0.0,0.0,0.0,1543,0.0
247724d925c14ec7ea0db55a710c66ef,542.0,4912.0339732238235,1476865062,1476865604,542.0,4912.0339732238235,0,0,20161019,0.0,0.0,0.0,0.0,542,0.0
247efdcc9f2d46e00ac48a2d6001d38e,563.0,3375.7518068174436,1476866806,1476867369,563.0,3375.7518068174436,0,0,20161019,0.0,0.0,0.0,0.0,563,0.0
24a24ab2b6944f23b6ac5084b2919a1d,325.0,1056.189282178199,1476867122,1476867447,325.0,1056.189282178199,0,0,20161019,0.0,0.0,0.0,0.0,325,0.0
24c16c47b9ffea608c4922a530e873cd,108.0,172.2362537382856,1476834391,1476834499,108.0,172.2362537382856,0,0,20161019,0.0,0.0,0.0,0.0,108,0.0
24e0d3d7c4978555db7667fb9c0f7108,638.0,4886.790789864197,1476887961,1476888599,638.0,4886.790789864196,0,0,20161019,0.0,-9.094947017729282e-13,0.0,1.8611287875456665e-16,638,0.0
25f9479ed4eb79cb2913dbd7e705d519,795.0,5690.111138694391,1476837026,1476837821,795.0,5690.111138694391,0,0,20161019,0.0,0.0,0.0,0.0,795,0.0
2609d61f568e6e9140efb5d477f8d4c4,966.0,5436.700487692599,1476883570,1476884536,966.0,5436.700487692599,0,0,20161019,0.0,0.0,0.0,0.0,966,0.0
26688d673b23e2de6362d60eac8c585f,102.0,965.914720324147,1476879033,1476879135,102.0,965.914720324147,0,0,20161019,0.0,0.0,0.0,0.0,102,0.0
